lat;lon;x;y;z;val;dqc;
 59.8381;10.7983;-234925;-344083;0;19.5;0;
 59.0089;16.4156;81232;-443244;NA;21.6;1;
 59.4727;18.4709;196304;-387160;19;18.7;0;
 58.1233;11.4436;-209451;-537102;7;19.1;0;
 60.3942;24.8987;542171;-248037;59;18.5;0;
 59.2865;12.756;-127674;-410975;NA;24.5;1;
 58.9749;5.72028;-531245;-409529;21;20.9;4;
 60.9495;11.2801;-200866;-222242;NA;18.6;1;
 70.9827;25.9719;399945;924964;30;10.8;5;
 59.7165;16.4214;79823;-364421;47;23.8;0;
 59.3552;17.9248;166037;-401772;NA;26;1;
 57.1703;14.5815;-25352;-649222;NA;17;1;
 63.7718;19.9421;242649;95152;80;16.5;0;
 55.4035;12.8586;-136283;-844767;4;18.9;0;
 57.7279;12.1233;-171424;-583191;119;17.6;0;
 60.0104;11.036;-220470;-325778;178;22.6;0;
 59.4194;18.3126;187665;-393562;10;19.8;0;
 63.4103;14.9446;-2757;45625;377;17.7;5;
 60.7173;8.64776;-345188;-236827;922;14.4;0;
 59.314;18.6497;207409;-404252;2.41284;21.7;0;
 60.8037;11.0493;-214310;-237691;162;25.9;0;
 56.2573;12.8827;-131601;-749235;27;16.5;0;
 56.1597;10.0982;-305265;-750686;45;22.9;0;
 60.8092;11.1645;-208032;-237458;194;22;0;
 59.8803;10.4955;-251499;-338250;86;21.7;0;
 63.7497;11.3001;-181879;88599;NA;25.7;1;
 58.9949;5.65772;-534479;-406805;18;15.5;0;
 60.4448;22.2815;398910;-261608;19;17.9;0;
 55.9626;12.5042;-156396;-781358;28;17.5;0;
 59.4307;5.28346;-548421;-355625;40;14.7;0;
 60.4367;5.28607;-531417;-244904;7;20.6;0;
 60.8123;11.0431;-214587;-236715;186;28.6;4;
 68.8056;16.5498;62643;647479;0;15.2;0;
 56.0091;14.0899;-56969;-778783;16;16.2;0;
 57.7833;12.322;-159333;-577523;56;18.7;0;
 55.187;14.7044;-18928;-871270;NA;17;1;
 60.311;5.0404;-546909;-256673;NA;17.7;1;
 60.3769;5.26634;-533492;-251321;28;19;0;
 70.0756;29.7605;559102;853374;NA;10.5;1;
 63.4006;10.3309;-232264;52981;225;26.1;0;
 63.3879;10.4212;-227880;51249;104;21.3;0;
 59.9051;10.7936;-234700;-336621;39;20.2;0;
 65.7604;21.7549;308174;323265;1;17.8;0;
 59.925;10.621;-244165;-333768;79;21.2;0;
 59.9386;10.7799;-235218;-332849;107.911;20.2;0;
 58.8818;5.77428;-529659;-420245;14;15.9;0;
 63.4017;10.3635;-230637;52986;136;26.8;4;
 59.0932;10.1047;-279947;-424082;NA;15.7;1;
 55.9737;9.74914;-328654;-769725;69;21.5;0;
 59.118;9.68997;-303384;-419446;70;15.9;0;
 60.0994;19.9291;273293;-312187;20;21.9;0;
 58.065;12.4721;-149171;-546468;111;25.1;4;
 59.3633;16.5112;85789;-403638;22;23.8;0;
 60.6314;8.12788;-374355;-243427;892;13.7;0;
 55.1688;14.7176;-18091;-873315;24;17.5;0;
 59.9357;10.7521;-236787;-333069;65;20.9;0;
 55.6257;13.7109;-81551;-821315;52;17.2;0;
 55.2138;11.7787;-206027;-863146;15;20.2;0;
 59.2869;18.0637;174278;-409006;NA;25.5;1;
 59.3302;10.4894;-256134;-399347;950;17.4;0;
 58.8936;17.9275;168531;-453153;16;21.5;0;
 57.0557;9.89807;-309759;-649816;7;19.8;0;
 55.5597;9.73444;-333366;-815872;6.48089;21.6;0;
 59.396;17.8645;162413;-397385;37;24.1;0;
 59.8868;11.5653;-191796;-341215;135;23.2;0;
 55.79;12.3097;-169386;-800181;16.0003;17.6;0;
 58.4446;8.75003;-364216;-489339;52;17;0;
 59.4207;9.05629;-336378;-382695;112;16.5;0;
 59.9022;10.5378;-248972;-335982;37;20.4;0;
 65.3689;12.1993;-129867;266315;5;21.7;0;
 62.1847;25.7323;554331;-44294;NA;17.7;1;
 59.2053;18.2013;182552;-417706;NA;22.6;1;
 57.7879;14.1311;-51703;-579978;NA;21.5;1;
 61.2659;10.439;-243720;-184205;370;24.6;0;
 60.4214;4.99626;-547409;-244156;31;19.7;0;
 59.9474;10.7575;-236400;-331789;102;20.7;0;
 57.8776;11.987;-178757;-566126;13;19.9;0;
 56.084;8.26009;-420259;-748756;9;18.4;0;
 59.4872;8.63225;-359568;-373026;152;16.4;0;
 59.7618;10.8578;-232150;-352779;170;23.8;0;
 59.2166;9.60569;-307268;-408096;43;17.3;0;
 55.76;12.4246;-162290;-803835;NA;18.9;1;
 59.6762;10.3643;-260449;-360400;55;18.3;0;
 59.349;17.9844;169450;-402307;40;28.7;4;
 64.0262;20.0783;247091;123876;106;18.2;0;
 59.2494;15.1676;9548;-417325;44;24.9;0;
 57.7427;12.0843;-173671;-581436;26;18.3;0;
 59.9002;10.5646;-247495;-336307;38;21.2;0;
 64.5172;20.6234;268780;180485;84;17.9;0;
 59.6082;10.6125;-247043;-368934;NA;20.7;1;
 59.9092;10.8592;-231015;-336403;239;21.5;0;
 58.3;6.63913;-488713;-491366;99;18.3;0;
 55.8331;12.073;-184060;-794707;NA;19.2;1;
 59.6573;9.63309;-301618;-359303;196;17.1;0;
 60.4408;15.4831;26526;-284563;148;16.9;0;
 63.3095;10.438;-227664;42494;156;24;0;
 55.7715;12.0966;-182888;-801667;5;18.7;0;
 63.4373;10.9289;-202301;55032;NA;26;1;
 55.88;12.3389;-167132;-790185;44;18;0;
 60.6206;8.52712;-352804;-246880;477;19.7;0;
 58.527;12.9772;-117755;-496011;59;24.2;0;
 58.4471;5.97482;-525003;-469871;0;15.5;0;
 59.8855;10.492;-251654;-337658;NA;21.5;1;
 61.323;5.7943;-489739;-151385;64;18.5;0;
 59.4684;10.7839;-238427;-385119;56;20.1;0;
 56.9821;9.64074;-326033;-656743;11;20.3;0;
 63.0952;7.84477;-359286;30595;59;22.9;0;
 56.2009;13.1194;-117078;-756002;NA;15.8;1;
 58.0541;7.81953;-423084;-526971;5;21.9;0;
 55.7546;12.4279;-162107;-804448;24;18.1;0;
 58.9006;9.55365;-313204;-442938;3;18.8;0;
 68.8125;16.5478;62544;648248;-35.6472;16.3;1;
 55.8434;12.4273;-161747;-794507;53;17.2;0;
 60.1684;5.07416;-547511;-272645;24;17.2;0;
 62.1533;12.7997;-114274;-92197;772;20.8;5;
 57.4972;18.4621;207663;-607195;31;21.3;0;
 56.2533;10.2678;-293952;-741029;53;21.1;0;
 63.2834;9.84674;-257343;41830;12;22.9;0;
 55.6676;9.62849;-339049;-803268;NA;20.5;1;
 56.2802;10.3253;-290168;-738287;49;21.4;0;
 60.4067;5.19808;-536701;-247474;95;19.1;0;
 58.2984;8.53487;-378349;-504325;11;17.1;0;
 59.124;10.2907;-269078;-421453;16;17.6;0;
 55.6923;12.4755;-159382;-811541;20;17.8;0;
 60.2394;24.765;537512;-266190;33;21.1;0;
 59.9149;10.7257;-238410;-335283;21;22.6;0;
 59.5611;9.04758;-335424;-367076;321;15.3;0;
 59.5034;6.39923;-484765;-356572;412;15;0;
 59.2388;10.2883;-268279;-408685;91;16.2;0;
 59.7683;9.92368;-284347;-348305;12;19.7;0;
 57.4031;12.0207;-179213;-619144;13;18.8;0;
 58.8802;11.9885;-173433;-454421;157;22.9;5;
 54.7563;11.8764;-202276;-914729;9;21.7;0;
 59.482;18.2849;185741;-386678;15;21;0;
 55.9402;11.6227;-211722;-781341;10;18.1;0;
 59.9046;10.5428;-248675;-335734;53;21.5;0;
 56.0292;12.2157;-174141;-773165;24;17.7;0;
 55.9158;11.5313;-217594;-783764;3;17.7;0;
 54.9321;10.7508;-273772;-890862;22;19.2;0;
 68.1488;13.6419;-56446;573927;23;25.4;0;
 61.7331;17.116;111435;-139051;0;27.5;0;
 55.4586;10.1139;-310250;-829067;48;21.6;0;
 55.8149;11.4071;-226008;-794620;65;17.8;0;
 60.3712;6.16275;-484773;-259046;104;17.8;0;
 59.6841;10.5199;-251660;-360142;NA;19.7;1;
 70.9817;25.9756;400098;924876;NA;10.6;1;
 59.9565;5.99489;-500366;-303485;10;18.2;0;
 60.0357;9.99572;-278005;-318936;0;19.2;0;
 60.8338;11.306;-200208;-235175;246;21.5;0;
 55.5685;12.1259;-182060;-824473;NA;18.3;1;
 59.9537;10.667;-241388;-330753;14;20.5;0;
 58.8476;9.57339;-312569;-448921;NA;20.3;1;
 60.3572;5.22579;-536029;-253151;NA;18.3;1;
 59.255;17.9711;169179;-412804;NA;25.2;1;
 55.699;9.54914;-343748;-799341;NA;20.6;1;
 56.3837;8.80335;-383267;-718776;33;16.4;0;
 57.0389;9.94379;-307137;-651907;11;19.6;0;
 57.7079;12.144;-170290;-585477;NA;17.6;1;
 59.9274;10.4761;-252212;-332942;99;21.8;0;
 59.8487;10.4608;-253682;-341624;NA;20.2;1;
 59.3881;5.26866;-549965;-360190;24;14.5;0;
 59.0883;9.696;-303313;-422773;22;17.5;0;
 59.3076;15.1499;8525;-410842;NA;23.4;1;
 55.727;13.1957;-113818;-809185;57;17.3;0;
 66.2431;14.0312;-43469;361142;87;19.6;0;
 60.178;10.357;-256828;-304640;356;18.6;0;
 62.8376;10.0397;-251546;-8351;559;25.9;0;
 62.9828;8.66226;-319609;13850;3;30.2;4;
 55.6778;13.6566;-84864;-815408;46;18.5;0;
 55.7295;12.4148;-163045;-807224;30;18.8;0;
 59.3067;11.2169;-215029;-404626;64;20.6;0;
 63.4343;10.415;-227821;56418;NA;25.2;1;
 65.8569;13.199;-82005;318956;29;23.5;0;
 59.0042;5.71925;-530834;-406289;14;15;0;
 59.4466;18.1345;177436;-391041;NA;18;1;
 60.4018;11.5393;-190163;-283885;187;25.6;4;
 56.1854;9.69323;-330192;-745817;63;19.1;0;
 58.8518;5.74747;-531667;-423333;2;16.5;0;
 63.125;7.81057;-360626;34080;NA;24.4;1;
 60.3382;5.30143;-532231;-255870;152;17.3;0;
 66.5166;25.7921;476887;431393;76;14.2;5;
 58.2815;14.1123;-52062;-524886;NA;22.9;1;
 55.937;11.7161;-205890;-782002;2;18.6;0;
 55.6559;8.71477;-396681;-799347;NA;22;1;
 63.3969;10.3462;-231534;52515;152;28.2;4;
 59.9469;10.7082;-239147;-331663;113;19.9;0;
 57.576;12.0838;-174545;-600028;15;17.7;0;
 59.9556;10.7865;-234727;-330984;181;15.3;4;
 60.3852;6.22458;-481191;-257967;89;19.4;0;
 60.8073;11.1387;-209442;-237586;NA;21.7;1;
 55.96;12.758;-140509;-782235;4;17.2;0;
 60.1593;24.535;526263;-276909;15;21.1;0;
 58.0288;7.44188;-445567;-527225;5;18.4;0;
 64.9162;19.4864;211440;220491;308;23.3;5;
 60.2213;6.13907;-488356;-275396;0;17.8;0;
 59.307;18.2579;185203;-406227;NA;24;1;
 56.0877;12.1677;-176853;-766491;4;18.5;0;
 55.3462;12.1899;-179097;-849547;NA;17.9;1;
 62.9984;22.1107;358247;19649;16;16.9;0;
 60.0736;10.9936;-222387;-318609;NA;24.5;1;
 55.6139;8.48438;-411649;-802582;9;20.7;0;
 60.2333;25.0977;555783;-264033;36;19.8;0;
 60.3746;11.7069;-181116;-287393;152;25.2;0;
 57.2736;9.94173;-305201;-625753;2;20.1;0;
 63.4197;10.3708;-230130;54956;99;18.5;4;
 59.3349;18.0642;174052;-403663;27;46.7;4;
 63.7525;11.233;-185156;89101;28;21.6;4;
 56.0155;12.5987;-150256;-775664;NA;16.7;1;
 65.57;21.7409;309755;302119;1;17.1;0;
 60.7691;10.7055;-233190;-240337;205;20.9;0;
 58.7776;5.82491;-528424;-432159;136;15.2;0;
 62.684;9.8311;-263474;-24543;822;24.7;0;
 56.1245;9.71708;-329271;-752733;26;22.1;0;
 55.7647;12.0935;-183118;-802420;12;18.8;0;
 55.6352;13.2179;-112703;-819506;17;17.9;0;
 59.6852;10.6544;-244108;-360538;143;19.7;0;
 55.5061;11.4433;-225646;-829294;25;20;0;
 62.7146;7.42472;-385257;-9017;NA;24.4;1;
 60.1801;12.0371;-163967;-309904;203;23.1;0;
 59.9402;13.2459;-97823;-339058;130;26.4;0;
 57.7339;12.1311;-170929;-582542;83;17.4;0;
 58.7206;9.22848;-333653;-461292;44;16.1;0;
 59.9158;10.7889;-234884;-335415;NA;23.4;1;
 55.4141;12.2473;-175115;-842100;6;17.9;0;
 59.9282;10.7163;-238835;-333770;48;20.6;0;
 60.1105;19.9834;276202;-310723;2;20.6;0;
 55.6642;12.4356;-162025;-814587;21;18.4;0;
 55.747;12.5409;-155021;-805577;26;17;0;
 65.5919;19.1819;192223;294559;400;14.9;5;
 69.8398;18.8699;149381;766985;3;11;0;
 57.0244;9.79514;-316278;-652802;7;21.1;0;
 56.0825;10.0278;-310308;-758966;NA;21.5;1;
 59.6195;17.7325;153876;-372837;8.51658;25.9;0;
 55.278;10.3831;-294640;-850526;50;25.1;0;
 58.9262;15.9924;57092;-452915;60;21.1;0;
 59.4311;17.941;166569;-393283;21;23.7;0;
 61.7356;29.3779;750962;-56301;91;20.8;5;
 59.0681;18.4284;196305;-432306;21;18.2;0;
 59.3365;18.061;173862;-403494;26;22.4;0;
 60.4696;5.46205;-521320;-242724;9;18.7;0;
 55.3753;10.3653;-294988;-839563;16;22.3;0;
 59.345;18.0446;172886;-402592;43;22.6;0;
 63.408;10.4865;-224479;53249;NA;22.3;1;
 56.1937;10.1192;-303671;-746990;77;19.3;0;
 59.8462;10.6633;-242401;-342682;91;19.2;0;
 62.2712;17.364;122290;-78793;0;20.1;0;
 62.8149;27.6834;640166;42756;88;17.1;0;
 59.6735;9.67715;-298998;-357710;262;17.3;0;
 59.7186;10.1637;-271344;-354861;244;17.8;0;
 60.185;25.0265;552731;-269958;NA;26.4;1;
 55.7821;12.1679;-178347;-800681;21;18.5;0;
 58.9464;5.70712;-532451;-412564;86;16.4;0;
 60.981;25.7424;577111;-176231;98;19.8;0;
 54.875;9.25019;-370803;-889730;NA;24.4;1;
 55.6624;11.7289;-206652;-812763;32;18.6;0;
 59.9569;10.8855;-229210;-331197;177;23.8;0;
 55.7759;12.3193;-168848;-801784;NA;18;1;
 59.2774;11.0647;-223869;-407365;NA;21;1;
 59.7564;5.45605;-533387;-321205;53;18;0;
 55.7833;9.37542;-353851;-788990;90;20.3;0;
 59.49;12.0677;-165778;-386751;169;23.2;0;
 61.5238;21.7434;356977;-145429;2;14.5;0;
 56.8724;13.4908;-92198;-681518;169;16.3;0;
 59.3187;13.4936;-85633;-408612;58;22.3;0;
 59.3386;18.005;170673;-403410;10;21.5;0;
 60.9105;9.55088;-294420;-219911;1019;18.6;0;
 60.7938;10.2372;-258371;-235805;NA;25.5;1;
 59.317;18.4482;195951;-404550;29;21.3;0;
 60.0779;11.2048;-210650;-318842;149;25;0;
 59.3854;13.1814;-103166;-400725;67;23.9;0;
 59.3843;18.6874;209100;-396310;NA;24.4;1;
 55.8485;9.41756;-350573;-781945;101;19.9;0;
 59.47;18.4658;196032;-387476;15;19.4;0;
 63.0343;7.78369;-363098;24209;64;31.6;0;
 58.7716;5.73297;-533778;-432061;43;14.7;0;
 57.6664;15.8519;50871;-593555;118;21.7;5;
 57.2746;18.4735;209689;-631986;NA;22.8;1;
 55.6874;12.5347;-155668;-812235;NA;18.6;1;
 59.1178;9.68645;-303587;-419451;88;15.8;0;
 59.3132;18.1918;181414;-405725;57;22.5;0;
 55.6581;12.6336;-149546;-815750;3;17.2;0;
 67.1551;13.9764;-44310;462800;19;17.1;0;
 57.7894;11.997;-178624;-575989;NA;18.5;1;
 59.7201;10.2615;-265855;-355103;43;19.3;0;
 55.065;10.5884;-283197;-875280;NA;24.2;1;
 58.9226;6.91128;-464181;-424524;559;17.6;0;
 60.621;8.34396;-362747;-245817;975;13.1;0;
 59.9065;10.7946;-234634;-336470;57;21.3;0;
 59.9384;10.7671;-235932;-332824;NA;21.2;1;
 54.7094;11.8041;-207216;-919758;NA;22.9;1;
 59.8965;10.6246;-244180;-336948;6;21.8;0;
 63.7635;11.7524;-159588;88931;168;25;0;
 62.4152;17.2592;116308;-62985;85;20.7;0;
 59.9445;11.1531;-214404;-333498;235;23.7;0;
 55.7429;12.3155;-169241;-805468;32;18.7;0;
 60.2266;24.8541;542595;-266850;25.6988;19.6;0;
 65.8861;21.9393;315047;338074;12;17;5;
 58.9016;5.74203;-531181;-417794;11;15.5;0;
 62.293;6.85764;-419869;-51999;472;24;0;
 60.0666;23.6361;478346;-294149;55;19.7;0;
 59.3826;17.8439;161312;-398929;44;24;0;
 60.7945;11.068;-213359;-238775;130;25.2;0;
 59.5493;16.6724;94399;-382698;NA;24.8;1;
 55.719;13.1932;-114001;-810077;59;16.9;0;
 55.3236;9.31117;-362434;-839953;45;20.4;0;
 61.0551;28.1945;705485;-143670;102;20.1;0;
 59.4703;13.4168;-89582;-391623;NA;26;1;
 59.7723;10.481;-253152;-350190;18;20.4;0;
 63.353;10.3826;-230077;47516;155;22.8;0;
 55.7148;9.11255;-371045;-795151;131;19.7;0;
 64.1708;29.4282;693292;208302;170;17.7;5;
 55.8308;11.9519;-191681;-794611;NA;18.6;1;
 59.5643;7.33669;-431386;-356520;832;11.9;0;
 59.9307;10.79;-234714;-333764;107;21;0;
 55.6905;12.521;-156519;-811854;9;17.3;0;
 56.1555;12.5814;-150749;-759961;42;17.3;0;
 60.2565;24.9484;547234;-262762;20;21.6;0;
 61.1415;10.7146;-229937;-199027;NA;16.3;1;
 60.7381;8.76784;-338460;-235162;NA;16.7;1;
 59.9384;10.6291;-243612;-332310;NA;20.9;1;
 59.9078;10.7957;-234563;-336329;63;20.8;0;
 63.2663;8.36993;-331055;46693;4;22.3;0;
 55.2757;11.6888;-211415;-855922;24;25.9;4;
 59.6457;10.6379;-245332;-364864;NA;19.2;1;
 59.8263;10.4564;-254103;-344094;72;22.4;0;
 58.945;6.10234;-509975;-415922;25;19.2;0;
 56.0832;12.1397;-178623;-766917;15;17.7;0;
 60.5708;24.0198;491616;-235659;NA;16.6;1;
 58.4797;8.74176;-364316;-485396;NA;16;1;
 55.5979;12.9782;-127989;-823235;-7.4435;18;1;
 55.7768;12.1685;-178336;-801276;1;17.7;0;
 57.9257;12.5052;-147822;-562078;106.213;18.8;0;
 60.4807;4.94435;-549199;-237194;16;19.6;0;
 59.838;11.1276;-216537;-345251;257;21.5;0;
 66.0369;12.9571;-92380;339318;30;22.8;0;
 58.9643;5.74223;-530167;-410880;29;16.9;0;
 61.477;21.8376;362497;-150079;3;18;0;
 59.9382;10.7803;-235199;-332895;100;23;0;
 60.7776;11.1208;-210611;-240826;NA;25.3;1;
 59.2389;15.1236;7044;-418500;36;24.9;0;
 59.2783;10.4577;-258339;-404989;32;18.3;0;
 61.9754;16.5945;83309;-112903;NA;19.3;1;
 55.7058;12.5543;-154352;-810222;12;16.7;0;
 69.5439;21.3265;247217;741510;83;11.3;5;
 59.7493;10.2012;-268989;-351609;NA;18.5;1;
 56.2691;10.3148;-290909;-739479;41;21.5;0;
 60.7979;10.6034;-238506;-236765;0;20.7;0;
 59.8133;10.7962;-235223;-346832;110;21.1;0;
 58.9623;5.62655;-536777;-410140;NA;14.9;1;
 58.4566;6.25099;-508895;-471042;147;20.3;0;
 59.1516;10.2333;-272124;-418144;NA;16.8;1;
 57.6363;16.5886;94940;-596080;NA;20.1;1;
 59.1339;11.3832;-206669;-424394;69;21.3;0;
 65.1765;18.7527;175215;247189;317;17.1;5;
 58.0785;7.89253;-418500;-524743;NA;17.7;1;
 54.8006;11.8871;-201343;-909795;NA;21.3;1;
 59.615;12.6145;-134364;-374116;NA;26.6;1;
 59.8893;10.8118;-233800;-338443;140;20.5;0;
 67.0684;23.3481;361626;476287;185;18.4;5;
 70.7942;24.6269;354470;896160;7;10.1;5;
 60.846;11.0388;-214589;-232958;199;23.8;0;
 59.9938;11.2618;-208033;-328375;191;22.1;0;
 62.0132;5.10499;-514364;-70080;28;20.6;0;
 63.4067;10.3622;-230661;53545;142;21.3;0;
 59.7958;17.6544;148670;-353403;29;24.1;0;
 59.7538;10.1674;-270842;-350967;33;19;0;
 58.9212;5.71873;-532194;-415440;17;14.8;0;
 55.8373;9.84072;-324159;-785415;40;24;0;
 59.4778;5.98565;-508325;-356203;60;17.2;0;
 58.961;5.71524;-531755;-411021;40;15.4;0;
 59.9318;10.7179;-238719;-333376;NA;21.2;1;
 59.9424;10.6962;-239848;-332118;91;21;0;
 65.6681;22.0802;324085;314649;15;16.1;0;
 56.0472;9.95075;-315416;-762531;NA;24.6;1;
 59.0383;9.67382;-305040;-428221;41;17.9;0;
 59.3375;18.0757;174691;-403342;26;24.4;0;
 59.8929;10.5674;-247395;-337129;25;21.3;0;
 63.5696;19.5252;223797;71215;14;18.3;5;
 57.0711;9.90722;-309069;-648144;11;19.8;0;
 59.6801;11.0641;-221159;-362587;179;24.2;0;
 55.5232;12.9348;-131004;-831515;3;16.6;0;
 59.9637;10.8837;-229262;-330435;205;22.2;0;
 55.4649;10.5546;-282265;-830393;23;23.6;0;
 62.5915;9.68095;-271960;-34169;NA;24.8;1;
 59.3887;17.8416;161152;-398255;32;22.9;0;
 64.0128;11.5117;-169902;117234;70;23.4;0;
 58.9948;9.86047;-294760;-433924;10;18.2;0;
 66.3127;14.1485;-38103;368819;20;24.3;0;
 59.1158;10.2086;-273829;-422018;NA;17.3;1;
 60.8939;26.6206;625537;-177564;66;20.2;0;
 60.2954;24.9665;547553;-258330;25;25.4;4;
 58.8474;5.75571;-531267;-423887;68;15.1;0;
 59.8039;10.806;-234743;-347912;120;22.1;0;
 59.9265;10.7514;-236893;-334089;25;20.4;0;
 61.659;23.1954;431551;-121589;71;19.9;0;
 59.269;18.5353;201190;-409621;NA;17.9;1;
 54.9025;9.82226;-333746;-889789;5;22.3;0;
 55.8005;12.9842;-126898;-800559;14;18.1;0;
 56.6932;8.73616;-384043;-683917;NA;18.4;1;
 60.3126;5.34918;-530056;-259082;42;19.2;0;
 62.7457;22.8528;398881;-3891;70;19.4;0;
 59.8859;10.4756;-252565;-337550;112.299;21.1;0;
 59.0123;16.0322;59228;-443284;59;25.8;0;
 60.8966;10.9353;-219833;-226989;161;30;4;
 66.0098;12.5825;-109425;336890;28;21.1;0;
 61.9899;5.06259;-516950;-72300;160;19;0;
 59.9275;8.91783;-338860;-325769;574;13.8;0;
 55.112;11.9892;-193109;-875204;6;19.2;0;
 55.5187;13.2353;-111961;-832587;51;17.4;0;
 55.6348;12.6348;-149566;-818362;7;19.6;0;
 56.5453;9.04947;-366418;-702212;16;20.3;0;
 59.458;7.39622;-429448;-368676;721;13.8;0;
 55.1341;10.2386;-305039;-865949;59;23;0;
 55.9059;12.4864;-157759;-787659;NA;22.2;1;
 66.068;12.6814;-104717;343202;NA;26.2;1;
 59.8908;5.29113;-540283;-305028;9;18;0;
 55.1057;15.1465;9401;-880422;7;17.1;0;
 57.1233;15.6483;39325;-654358;174;17.8;5;
 61.1181;10.7322;-229167;-201687;766;19.6;0;
 57.6669;12.0992;-173166;-589930;NA;17.2;1;
 66.7766;15.6303;27699;420390;241;21;0;
 61.2574;7.13399;-419745;-168093;70;21.3;0;
 60.2505;24.8159;540104;-264542;NA;22.7;1;
 59.8883;8.69119;-351875;-328896;240;16.1;0;
 59.4953;7.39859;-428825;-364566;NA;13.1;1;
 59.0216;18.1215;178998;-438377;12;21.8;0;
 57.7574;16.6393;97625;-582488;15;19.8;0;
 60.1744;24.7695;538853;-273305;19;21.9;0;
 59.5045;5.58177;-530506;-349997;47;18.6;0;
 60.1289;10.2777;-261608;-309772;110;19.8;0;
 55.4186;12.8558;-136405;-843070;2;18.5;0;
 60.1758;10.3267;-258519;-304763;0;21.7;0;
 60.7685;10.6914;-233959;-240352;281;20.2;0;
 60.3875;5.22761;-535420;-249833;34;18.7;0;
 67.8088;24.7873;411001;566710;197;10.6;5;
 59.6734;9.6743;-299159;-357708;NA;15.9;1;
 55.8604;12.3421;-167021;-792387;50;17.5;0;
 60.655;12.938;-112437;-259021;488;22;5;
 57.7614;11.8151;-189590;-578590;10;17.9;0;
 59.2163;9.52101;-312082;-407722;30;16.3;0;
 61.3749;23.7796;466429;-148836;NA;17.5;1;
 59.0319;11.0392;-227002;-434581;22;19;0;
 62.7897;22.7572;393460;376;43;20.7;0;
 59.8701;10.8402;-232355;-340680;127;20.2;0;
 57.8284;11.8358;-187991;-571181;12;16.7;0;
 68.6925;15.1832;7442;634090;20;15.5;0;
 59.741;10.1843;-270004;-352460;10.1601;20.5;0;
 63.1286;7.81584;-360319;34448;48;29;4;
 63.8763;20.3058;259510;108156;38;20.3;0;
 59.9446;10.7632;-236104;-332121;NA;21.9;1;
 60.1808;5.6021;-518402;-275655;63;18.8;0;
 55.5667;9.70997;-334847;-814963;21;19.9;0;
 60.3907;10.5687;-243506;-281846;NA;23.3;1;
 60.0503;10.8593;-229999;-320726;NA;23.7;1;
 55.071;15.1224;7862;-884318;20;16.6;0;
 59.376;13.4829;-86091;-402216;59;29.2;4;
 60.2517;24.8649;542759;-263998;31;21.8;0;
 60.5211;25.3197;562779;-230470;62;23.9;0;
 58.1301;8.0986;-405797;-520340;28;19.3;0;
 59.5819;11.2628;-210642;-374172;171;21.9;0;
 55.6022;12.3536;-167489;-821319;4;18.2;0;
 59.057;5.91713;-518764;-402079;NA;17.4;1;
 63.4035;10.4334;-227151;52937;94;27.1;4;
 59.6742;9.63274;-301480;-357425;NA;17.7;1;
 59.816;10.6195;-245074;-345872;76.0371;23.1;0;
 66.234;13.9133;-48775;360213;17;18.5;4;
 63.9973;11.4773;-171670;115604;93.2;22.9;0;
 55.437;11.7215;-208407;-837967;40;17.8;0;
 61.6263;23.6224;454390;-122253;113;19.2;0;
 55.9788;9.61442;-337019;-768458;115;21.4;0;
 65.8277;13.2227;-81016;315677;17;21.2;0;
 57.1938;10.3772;-279614;-636623;NA;16.8;1;
 60.5215;9.1579;-319523;-261156;0.0143898;19.5;0;
 55.6517;12.1976;-177115;-815359;35;19.4;0;
 57.6469;12.1094;-172658;-592188;61;17.6;0;
 58.971;5.7306;-530721;-410045;0;18.2;0;
 56.1471;12.5712;-151420;-760877;NA;17.7;1;
 60.0494;10.8602;-229955;-320829;206;23.1;0;
 56.1421;9.16938;-363140;-747822;72;18.2;0;
 55.6663;12.3887;-164978;-814233;15;18.4;0;
 55.622;12.4706;-160001;-819400;4;18.3;0;
 55.6586;11.1759;-241575;-811261;18;20.5;0;
 59.9144;10.7655;-236197;-335485;NA;20.4;1;
 55.6371;12.5973;-151927;-818016;3;18.6;0;
 59.8358;10.4238;-255848;-342910;0;19.5;0;
 55.4977;14.2037;-50555;-836164;48;16.5;0;
 58.8182;5.70437;-534666;-426683;43;15.2;0;
 62.1808;6.19118;-455732;-59831;45;26.7;0;
 59.4062;5.27961;-549047;-358290;NA;14.8;1;
 64.2375;15.9256;44743;137937;592;17.2;5;
 59.1324;10.4028;-262617;-420983;61;16.4;0;
 56.1754;10.109;-304460;-748985;61;20.2;0;
 59.811;10.8106;-234435;-347140;160;21.2;0;
 63.0342;7.78395;-363087;24196;64;26.3;0;
 59.3496;17.9256;166110;-402394;NA;27.3;1;
 60.3568;5.36142;-528654;-254318;58;18.6;0;
 59.8545;10.802;-234599;-342275;82;20.9;0;
 60.149;24.6473;532586;-277119;18;18.8;0;
 61.4758;10.1361;-258111;-159737;796;18.7;0;
 55.7544;12.3217;-168797;-804197;NA;17.7;1;
 64.8562;11.6112;-160118;210657;45;23.3;0;
 55.5514;12.9153;-132138;-828317;NA;17.4;1;
 59.9082;10.7872;-235034;-336254;43;25.6;4;
 59.7949;10.8104;-234563;-348928;164;23.3;0;
 55.4867;9.47109;-350701;-822624;NA;20.1;1;
 61.1252;10.4565;-243891;-199885;NA;22.7;1;
 55.6934;12.56;-154045;-811624;NA;22.2;1;
